1,1,success_score,2.831425702,2.685571375,3.556236143,-0.328075699,0.131781401,2.274725605,2.166301449,0.587713706,2.981081179,5.471166684,6.83956354,2.126862199,-0.080377425,0.026193544,1.987643948,1.835846655,3.090085041,2.97470411,4.340189391,4.218503079,3.399612205,0.579093963,-1.040151271,-0.316387523,2.847102234,2.824733074,2.749431578,0.371599531,-0.142583879,3.319403309,0.020144833,2.116011088,2.636128737,2.200323959,2.465450792,2.55064312,3.701701392,2.088144677,0.116010374,2.552211271,3.500843838,0.116038909,0.020176921,2.682415274,3.63485752,-0.227934085,4.19715259,-1.351909453,-0.829330559,4.891780069
2,1,Good,3.522924685,2.901956699,4.751864113,-0.41209046,0.152910661,2.444580054,2.471078951,-0.320324638,4.206832374,6.955528599,5.441403344,0.155692101,0.043001117,-0.033418483,2.146625633,2.223145139,4.976124217,4.728858041,4.789496227,5.165485252,5.315884538,0.66478257,-1.0376124,0.848829871,3.06950225,3.127589837,2.794037839,3.818530182,-0.148634089,-0.235443339,0.072438921,2.165090411,2.434505035,2.527645144,2.702014256,1.00524775,2.384387702,1.258518227,0.24046916,1.533372086,1.376940861,0.240489005,0.072451871,2.61063707,1.704148416,0.480806635,2.314279774,-1.141647361,-0.826165829,-0.685140622
3,1,Good,3.226621903,2.430142431,4.495658119,-0.232858366,0.144899159,1.559189332,1.998382633,-0.210787388,2.470964032,0.219615442,1.503172048,0.469699795,-0.035942881,0.066536844,1.063647833,1.567080803,2.558818456,2.790086708,1.541150543,1.475311324,2.515663278,1.211678374,-1.405048175,-0.496330054,2.572052418,2.472607534,2.715066297,0.117161624,-0.353160708,3.305874678,-0.038850758,2.071921169,2.308053087,1.970055537,4.400554713,3.032822188,3.724865946,0.333830412,0.10348971,2.577141542,2.492521576,0.103537073,-0.03886397,2.487234728,2.981907209,-0.119506584,3.36855387,-1.301649098,-0.820432791,-0.803798509
4,1,Good,3.802690399,4.489163545,4.546899318,-0.243541982,0.272514135,4.221218548,4.131825152,1.161109606,2.994849683,0.585771441,0.772424779,1.236624333,-0.059632466,-0.018558319,4.396827938,3.849523116,2.515159908,2.806597009,0.542223921,0.50205699,2.333266462,-0.858616961,-0.708410763,-0.947783391,4.433404388,4.133684979,2.841759857,-0.504419752,0.12067405,4.140216024,-0.099655928,2.281150072,2.34937298,3.924888846,1.672894186,1.032417379,1.061282874,-0.135235006,0.392926637,0.908217123,0.589215774,0.392897753,-0.099676894,2.64062037,0.859893544,1.218010078,1.546407248,-0.935603909,-0.827502391,0.501438249
5,1,Good,3.298636742,3.929529019,4.632301316,-0.219536151,0.233168176,3.894199924,3.925081177,-0.254914449,3.402589016,5.795937648,4.600439761,0.173662741,-0.084514854,-0.009939177,3.660348681,3.43603719,3.46997669,3.815595503,4.603928131,4.303600057,3.727182737,-0.153711803,0.67326522,-1.492635832,4.073479465,4.11759084,3.119913356,4.553950978,-0.193494184,-0.899937843,0.057951804,1.97019796,2.78002617,3.686937098,1.482367885,-0.883859785,2.819745058,5.295745555,0.444803488,0.948963449,3.031608082,0.444837199,0.057953426,2.663582788,2.493915918,0.114900047,3.09876433,-1.253012486,-0.828511763,-0.15118013
6,1,Poor,2.099585476,2.620647411,2.87302016,-0.280827124,0.173659415,2.725718453,2.50116845,-0.375718867,0.984477545,-0.275120426,0.641169816,0.057083973,-0.056407791,-0.055457197,2.739070201,2.367865214,1.012060948,1.153341856,0.838290166,0.918773104,1.061818174,0.437876581,0.467158034,1.219867879,2.745206716,2.682498015,2.857477655,-0.10518808,-0.244994754,3.748113108,-0.00875657,2.002484465,2.706619063,2.764031136,1.45061217,2.588615131,1.814471539,0.006876932,0.699825028,3.762280175,0.638318169,0.699874656,-0.008739423,2.646567471,2.371768404,0.157748898,2.967902759,-1.238856566,-0.827764983,1.332043458
7,1,Good,3.499470727,3.553036962,4.717703314,-0.122280867,0.248187114,3.256757651,3.168961195,1.612438909,0.36342846,1.647054521,1.035153101,1.43749143,-0.060678687,0.019568712,3.039368939,2.763433416,0.410265361,0.375098539,1.242562166,1.170750123,0.535085671,0.65938701,-0.239185108,-0.633220484,3.672705558,3.341960282,2.685522698,1.868746647,-0.257095175,1.596378722,-0.142534052,2.224900068,2.184911025,3.24017673,1.604735012,2.904502979,2.057018047,-0.43146158,0.386615403,3.633395248,0.763061008,0.386646834,-0.142527855,2.521182762,2.387336224,0.0994249,2.865831932,-1.240711845,-0.82204841,0.620096136
8,1,Good,3.852946514,3.93443736,3.641638141,-0.210538584,0.245206292,3.200139501,3.599920466,0.250016075,4.689071255,3.643037969,5.00345001,1.507034617,-0.002192228,0.005657552,2.706458573,3.234807372,5.340624275,5.065355004,3.233234591,3.022715451,5.230986659,0.575162131,0.299955906,-0.790300452,3.924607617,3.899126476,3.587426981,4.624250222,0.424807789,-0.608901756,0.023253823,2.166218788,3.052022339,3.625584413,1.595879755,-0.786310999,2.485221644,4.099316669,0.493153459,0.617209779,2.297372712,0.493139748,0.023237704,2.926246408,1.837073651,0.55507047,2.688533215,-1.164222686,-0.839248249,-0.269838017
9,1,Good,4.258652055,3.459137054,3.060904555,-0.106949535,0.269755381,2.759884578,2.178919625,0.540241971,0.407394806,4.579284748,3.751177195,0.864061417,-0.061688275,0.106449234,2.559706249,1.615320828,-0.008900017,0.109070424,3.618266318,3.373113431,0.464113005,-0.828484342,0.310385381,-0.684906566,3.15573899,2.964398408,2.890572537,3.215657476,-0.476821103,0.134945557,-0.082869936,2.056835875,2.235243548,2.738230474,2.865866939,4.687878105,2.714141944,-0.774738728,0.351455996,5.075739146,1.776586261,0.351414387,-0.082842588,2.440566506,3.804307257,-0.339414158,4.047828017,-1.362882107,-0.818161903,0.620096136
10,1,Good,4.708966726,6.448121437,5.417999696,-0.336310868,0.185255819,6.346351515,7.162128857,0.530882243,3.588732883,0.049262471,1.632607059,1.25541021,-0.061170787,-0.009799029,6.111656022,7.215298555,3.698896914,3.886644498,1.936376289,1.804971721,3.581520448,0.242313327,0.396101033,-1.149860374,6.703019245,7.106716043,3.068730416,1.053162036,0.728056131,2.955494513,0.161643559,1.887474949,3.374702221,5.737733127,2.656729826,2.217405991,2.335674008,-0.23941842,0.312040928,1.727001208,1.489253136,0.31209043,0.16161731,2.914517403,1.878687633,0.524259477,2.72100755,-1.170911199,-0.838798439,2.04399078
